,sentence,target,type,hateSpeech
152,আমির হামজা তরে জদি পেতাম জুতা পিঠি করতাম,male,callToViolence,1
153,আমেরেইকা কি চোদাইতে গেছিলি মাদার চোদ,ind,gender,1
154,"আম্নে আমেরিকায় বাল্ডাও ফালাইতে না পাইরা দেশি পন্ডিত সাজছেন, এখন অন্যজনের গণিতে সেরা হওয়ার ক্রেডিট নিতে ধান্ধা শুরু করছেন, ফালতু কোনখানকার",ind,slander,1
155,আর কিছু নাই মাগি একটা,female,gender,1
156,আর তুমি তো শালা বড় আবালের বাচ্ছা আবাল পূটকি মারা তুই গাধার বাচ্ছা,ind,slander,1
157,আর না হয় কামারের কাছে গিয়ে একটা লোহার শিক গরম করে চোখের মধ্যে দেওয়া উচিত,ind,callToViolence,1
158,আর শেয়ার তর মার ভোদার বিতর শেয়ার কোরুম তর মায়রে চুদি উওর দে তরমায়রে চুদি,female,callToViolence,1
159,আর সাধনা র পুরো সেক্সের ভিডিও টি দেখলাম। এর মানে কি বাংলাদেশের প্রত্যেকটি র জন্য আলাদা সেক্স রুম আছে হায়রে বাংলার কপাল! এই জন্যই তো বাংলাদেশে ধর্ষণের বিচার মাত্র ।,female,gender,1
160,"আরা চোদা পরিচালক,কিভাবে লাশ মাটি দেয় সেটাও জানে না,সালারা লুচ্ছামি করতে আসে আর পাবলিকের টাকা হাতিয়ে নিতে আসে,আর এই রকম গর্দভ মার্কা ছবি কিভাবে রিলিজ দিলো?",group,slander,1
161,আরে এটা তো পাগল,ind,slander,1
162,আরে ও খান কি মাগির পুলা তোরা মাগি চুদবো তোরে খানকির পু ত পাইলে আমি তোর পাচা দিয়া বাশ দিমু বড়োডা,female,callToViolence_slander,1
